,manufacturer,price,number_of_reviews,number_of_answered_questions,average_review_rating,price_min,price_max,number_available_in_stock,collectible,new,refurbished,unavailable,used,condition
5131,Oxford Diecast,14.65,1,1.0,5.0,14.65,14.65,3,0,1,0,0,0,new
5132,AUTOart,30.24,1,1.0,5.0,30.24,30.24,2,0,1,0,0,0,new
5133,Weise-Toys,73.64,1,1.0,5.0,73.64,73.64,7,0,1,0,0,0,new
5134,T-34/85 1945 diecast model tank,9.95,1,1.0,5.0,9.95,9.95,0,0,0,0,1,0,unavailable
5135,Unbekannt,34.59,2,1.0,4.5,34.59,34.59,2,0,1,0,0,0,new
5136,Oxford Diecast,7.95,1,1.0,5.0,7.95,7.95,4,0,1,0,0,0,new
5137,Bburago,12.99,1,1.0,5.0,12.99,12.99,0,0,0,0,1,0,unavailable
5138,Sieper GmbH,14.90,3,1.0,5.0,14.9,14.9,15,0,1,0,0,0,new
5139,Hot Wheels,5.99,1,1.0,5.0,5.99,5.99,3,0,1,0,0,0,new
5140,basetoys,6.99,1,1.0,5.0,6.99,6.99,0,0,0,0,1,0,unavailable
5141,Maisto,9.99,1,1.0,5.0,9.99,9.99,0,0,0,0,1,0,unavailable
5142,Oxford Diecast,16.43,1,1.0,4.0,16.43,16.43,2,0,1,0,0,0,new
5143,Revell-Monogram,8.08,1,1.0,5.0,8.08,8.08,23,0,1,0,0,0,new
5144,Mattel,9.99,1,1.0,5.0,9.99,9.99,3,0,1,0,0,0,new
5145,GREENLIGHT/ROAD2RACEMODELS,89.99,3,1.0,4.7,89.99,89.99,0,0,0,0,1,0,unavailable
5146,Oxford Diecast,13.00,2,1.0,5.0,13.0,13.0,6,0,1,0,0,0,new
5147,Ebbro,39.99,1,1.0,5.0,39.99,39.99,9,0,1,0,0,0,new
5148,Siku,4.09,2,1.0,4.0,4.09,4.09,25,0,1,0,0,0,new
5149,Universal Hobbies,72.00,1,1.0,5.0,72.0,72.0,2,0,1,0,0,0,new
5150,Corgi,24.95,1,1.0,5.0,24.95,24.95,8,0,1,0,0,0,new
5151,DeAgostini,6.99,1,1.0,5.0,6.99,6.99,0,0,0,0,1,0,unavailable
5152,cararama,7.99,2,1.0,5.0,7.99,7.99,0,0,0,0,1,0,unavailable
5153,Subaru,114.99,1,1.0,5.0,114.99,114.99,0,0,0,0,1,0,unavailable
5154,Universal Hobbies,64.99,1,1.0,5.0,64.99,64.99,3,0,1,0,0,0,new
5155,EQLEF®,6.99,49,1.0,4.8,6.99,6.99,2,0,1,0,0,0,new
5156,Siku,14.99,1,1.0,5.0,14.99,14.99,16,0,1,0,0,0,new
5157,universal hobby,14.00,1,1.0,5.0,14.0,14.0,2,0,1,0,0,0,new
5158,Oxford Diecast,6.75,3,1.0,4.0,6.75,6.75,12,0,1,0,0,0,new
5159,Joal,14.88,1,1.0,5.0,14.88,14.88,9,0,1,0,0,0,new
5160,Maisto,9.99,2,1.0,4.0,9.99,9.99,0,0,0,0,1,0,unavailable
5161,Oxford Diecast,6.95,2,1.0,5.0,6.95,6.95,9,0,1,0,0,0,new
5162,Oxford Diecast,11.25,1,1.0,5.0,11.25,11.25,6,0,1,0,0,0,new
5163,POP! Vinyl,11.41,6,,5.0,11.41,11.41,16,0,1,0,0,0,new
5164,Thor,8.99,2,,5.0,8.99,8.99,15,0,1,0,0,0,new
5165,Max Steel,5.22,6,,4.7,5.22,5.22,11,0,1,0,0,0,new
5166,Ben 10,5.99,19,,4.4,5.99,5.99,7,0,1,0,0,0,new
5167,Forum,9.06,1,,4.0,9.06,9.06,2,0,1,0,0,0,new
5168,Iron Man,63.94,1,,5.0,63.94,63.94,8,0,1,0,0,0,new
5169,Star Wars,11.99,13,,4.1,11.99,11.99,16,0,1,0,0,0,new
5170,Playmobil,35.67,4,,5.0,35.67,35.67,8,0,1,0,0,0,new
